player.id,player.name,team.id.x,rating,position.id,xG,Goal,Shot,Shot_As,Cross,Block,Clearance,Dribble,Dispossessed,Duel,Foul_won,Foul_committed,Pressure,pass
3707,Adrien Sebastian Perruchet Silva,780,5.9,13,0,0,0,0,1,0,0,0,0,0,0,1,0,2
3960,Jose Miguel da Rocha Fonte,780,7.3,5,0.05,0,1,0,2,0,9,4,0,0,0,1,0,22
4272,Joao Mario Naval da Costa Eduardo,780,6.5,16,0,0,0,1,3,0,0,2,0,3,2,3,1,20
4367,Goncalo Manuel Ganchinho Guedes,780,7.1,22,0.26,0,2,1,2,0,1,4,1,2,4,0,3,13
5204,Bruno Miguel Borges Fernandes,780,6,16,0.04,0,2,0,1,0,0,0,0,2,0,0,0,11
5207,Cristiano Ronaldo dos Santos Aveiro,780,7.5,24,0.5,1,6,1,1,0,3,0,0,2,5,0,0,16
5209,Raphael Adelino Jose Guerreiro,780,7.1,6,0.02,0,1,2,6,0,2,3,2,0,2,3,3,29
5214,William Silva de Carvalho,780,6.7,15,0,0,0,0,1,0,2,2,0,1,1,2,1,38
5723,Gelson Dany Batalha Martins,780,6.3,12,0,0,0,1,1,0,0,2,3,4,1,0,0,8
20016,Kleper Laveran Lima Ferreira,780,7.3,3,0,0,0,0,5,0,3,1,1,0,0,0,1,28
3302,Nordin Amrabat,788,6.9,18,0,0,0,2,3,0,2,0,5,6,6,1,0,27
5221,Manuel Marouan da Costa Trinidade,788,6.8,5,0.04,0,1,0,1,0,3,1,0,0,0,0,1,33
5229,Ayoub El Kaabi,788,6.1,22,0,0,0,0,0,0,0,1,0,0,1,0,0,3
5232,Mbark Boussoufa,788,6.9,12,0.05,0,1,3,2,0,0,7,0,1,3,3,6,47
5236,Karim El Ahmadi Al Aroos,788,6.4,9,0.02,0,1,0,1,0,2,5,0,0,0,3,4,41
5237,Hakim Ziyech,788,7,20,0.23,0,4,4,3,0,0,1,10,2,1,2,1,40
5242,Younes Belhanda,788,7.4,19,0.14,0,3,0,1,0,0,1,4,0,2,2,1,33
5244,Medhi Amine El Mouttaqi Benatia,788,6.6,3,0.37,0,4,0,3,0,2,0,1,0,1,4,0,27
5245,Achraf Hakimi Mouh,788,6.9,6,0,0,0,2,0,0,1,3,1,1,0,1,3,44
5724,Faycal Fajr,788,6,9,0,0,0,1,0,0,0,0,1,0,0,1,0,10
5725,Mehdi Carcela-Gonzalez,788,6.1,24,0,0,0,0,0,0,0,1,0,2,0,1,1,5
5726,Khalid Boutaib,788,6.5,23,0.13,0,2,1,1,0,1,5,2,2,2,2,0,11
5727,Nabil Dirar,788,7.1,2,0.01,0,1,1,2,0,2,4,2,0,0,3,3,54
